Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
decimation_test_250,1,5-0-4-4-0-2-3-2-5-4-,423,7,26,222,83,45,776,368,7,7,7.00,47,0,0.47ns,-,-,-,-,18,-,-
decimation_test_250,1,3-0-4-4-0-2-3-4-5-4-,416,7,19,222,83,45,760,361,7,7,7.00,47,0,0.47ns,-,-,-,-,18,-,-
decimation_test_250,1,3-0-3-2-2-2-3-4-5-5-,319,5,19,174,59,35,574,267,5,5,5.00,32,0,0.47ns,-,-,-,-,14,-,-
decimation_test_250,1,2-0-5-1-0-3-3-5-2-5-,829,8,127,462,118,55,1330,645,8,8,8.00,67,0,0.78ns,-,-,-,-,43,-,-
decimation_test_250,1,3-0-5-4-2-2-3-4-5-5-,319,5,19,174,59,35,574,267,5,5,5.00,32,0,0.47ns,-,-,-,-,14,-,-
decimation_test_250,1,3-0-5-4-3-0-3-4-5-4-,211,4,7,126,33,24,362,171,4,4,4.00,21,0,0.31ns,-,-,-,-,8,-,-
decimation_test_250,1,5-0-5-5-2-1-3-1-5-5-,326,5,26,174,59,35,590,274,5,5,5.00,32,0,0.47ns,-,-,-,-,14,-,-
decimation_test_250,1,4-0-5-3-4-2-5-4-5-5-,494,7,9,282,93,56,870,438,7,7,7.00,54,0,0.37ns,-,-,-,-,14,-,-
decimation_test_250,1,0-0-3-2-2-2-5-4-2-5-,920,8,131,510,137,67,1483,712,8,8,8.00,75,0,0.82ns,-,-,-,-,44,-,-
decimation_test_250,1,3-4-3-2-4-2-3-4-3-5-,130,3,5,78,25,10,233,111,3,3,3.00,12,0,0.34ns,-,-,-,-,6,-,-
decimation_test_250,1,3-0-3-2-2-5-3-4-3-5-,139,4,15,72,28,11,264,120,4,4,4.00,13,0,0.47ns,-,-,-,-,12,-,-
decimation_test_250,1,3-0-5-2-4-0-3-4-3-0-,138,4,7,78,29,10,259,123,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
decimation_test_250,1,0-0-5-3-4-0-3-4-3-5-,257,6,19,132,59,21,495,252,6,6,6.00,26,0,0.47ns,-,-,-,-,16,-,-
decimation_test_250,1,3-0-5-2-4-1-3-4-3-1-,138,4,7,78,29,10,259,123,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
decimation_test_250,1,3-0-3-2-4-2-4-4-3-5-,300,5,19,156,67,28,561,259,5,5,5.00,30,0,0.47ns,-,-,-,-,14,-,-
decimation_test_250,1,3-2-3-2-5-5-3-0-3-0-,22,2,3,18,1,0,41,16,2,2,2.00,0,0,0.14ns,-,-,-,-,5,-,-
decimation_test_250,1,3-0-3-1-2-2-5-3-3-5-,239,5,19,126,47,23,450,207,5,5,5.00,24,0,0.47ns,-,-,-,-,14,-,-
decimation_test_250,1,3-2-3-1-5-5-3-4-3-5-,22,2,3,18,1,0,41,16,2,2,2.00,0,0,0.14ns,-,-,-,-,5,-,-
decimation_test_250,1,3-4-0-2-0-2-2-4-3-5-,380,5,31,198,77,40,691,317,5,5,5.00,34,0,0.53ns,-,-,-,-,20,-,-
decimation_test_250,1,3-3-2-4-2-5-3-5-2-5-,787,3,124,450,102,55,1198,556,3,3,3.00,56,0,0.69ns,-,-,-,-,30,-,-
decimation_test_250,1,4-2-2-0-0-1-5-0-0-1-,763,9,43,402,164,77,1390,668,9,9,9.00,77,0,0.6225ns,-,-,-,-,47,-,-
decimation_test_250,1,5-0-2-0-4-1-5-0-0-1-,666,7,50,348,136,66,1190,554,7,7,7.00,66,0,0.6225ns,-,-,-,-,40,-,-
decimation_test_250,1,5-3-4-1-0-4-5-0-0-5-,634,6,40,330,131,66,1152,531,6,6,6.00,67,0,0.6225ns,-,-,-,-,36,-,-
decimation_test_250,1,5-3-3-1-4-4-5-0-0-4-,531,4,28,294,103,55,911,426,4,4,4.00,51,0,0.6225ns,-,-,-,-,29,-,-
decimation_test_250,1,5-3-2-1-4-3-5-0-0-0-,631,5,40,330,129,66,1138,521,5,5,5.00,66,0,0.6225ns,-,-,-,-,35,-,-
decimation_test_250,1,5-3-3-1-3-4-0-0-0-5-,491,4,42,252,102,51,882,405,4,4,4.00,44,0,0.6225ns,-,-,-,-,35,-,-
decimation_test_250,1,3-3-3-1-2-4-0-4-0-5-,598,5,54,300,126,62,1095,496,5,5,5.00,56,0,0.6225ns,-,-,-,-,41,-,-
decimation_test_250,1,0-3-5-1-4-4-5-0-0-5-,641,6,40,336,133,66,1166,557,6,6,6.00,66,0,0.6225ns,-,-,-,-,36,-,-
decimation_test_250,1,5-3-3-4-3-4-4-0-0-5-,489,3,36,258,99,51,865,386,3,3,3.00,45,0,0.6225ns,-,-,-,-,29,-,-
decimation_test_250,1,5-2-3-4-3-4-0-0-0-3-,511,5,45,258,109,51,933,424,5,5,5.00,48,0,0.6225ns,-,-,-,-,39,-,-
decimation_test_250,1,5-3-3-0-3-4-2-2-4-5-,470,3,30,246,97,54,840,375,3,3,3.00,43,0,0.53ns,-,-,-,-,16,-,-
decimation_test_250,1,5-3-3-4-3-4-4-2-4-5-,449,3,12,246,94,54,786,347,3,3,3.00,43,0,0.47ns,-,-,-,-,11,-,-
decimation_test_250,1,5-3-4-2-3-4-2-2-4-5-,570,4,34,294,122,64,1032,466,4,4,4.00,56,0,0.53ns,-,-,-,-,19,-,-
decimation_test_250,1,5-3-0-4-3-4-2-2-4-5-,566,5,30,294,121,65,1030,463,5,5,5.00,56,0,0.53ns,-,-,-,-,23,-,-
decimation_test_250,1,5-2-3-0-3-4-2-2-5-5-,367,4,25,198,64,42,645,298,4,4,4.00,38,0,0.53ns,-,-,-,-,17,-,-
decimation_test_250,1,3-3-0-0-3-4-3-2-5-5-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_test_250,1,3-3-0-0-3-0-0-2-5-3-,467,6,34,246,88,53,849,395,6,6,6.00,46,0,0.53ns,-,-,-,-,21,-,-
decimation_test_250,1,3-3-2-0-3-1-2-0-5-2-,454,4,34,240,81,53,805,368,4,4,4.00,46,0,0.53ns,-,-,-,-,19,-,-
decimation_test_250,1,3-3-2-0-3-4-0-3-5-5-,464,5,34,246,85,53,832,383,5,5,5.00,46,0,0.53ns,-,-,-,-,20,-,-
decimation_test_250,1,3-3-3-0-5-4-2-2-5-5-,353,3,22,198,58,42,608,278,3,3,3.00,33,0,0.53ns,-,-,-,-,13,-,-
decimation_test_250,1,3-3-3-0-3-4-2-2-4-5-,470,3,30,246,97,54,840,375,3,3,3.00,43,0,0.53ns,-,-,-,-,16,-,-
decimation_test_250,1,3-3-2-4-3-4-2-2-2-5-,868,4,142,480,119,62,1361,630,4,4,4.00,65,0,0.74ns,-,-,-,-,40,-,-
decimation_test_250,1,2-0-4-0-3-0-0-2-5-1-,597,9,37,306,127,63,1123,550,9,9,9.00,64,0,0.53ns,-,-,-,-,29,-,-
decimation_test_250,1,3-3-3-1-5-1-2-2-5-4-,353,3,22,198,58,42,608,278,3,3,3.00,33,0,0.53ns,-,-,-,-,13,-,-
decimation_test_250,1,3-4-5-5-5-4-3-1-5-2-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
decimation_test_250,1,3-3-4-0-2-4-3-0-5-2-,394,4,16,216,72,45,688,323,4,4,4.00,45,0,0.47ns,-,-,-,-,12,-,-
decimation_test_250,1,5-2-2-2-0-3-4-6-5-0-,539,7,19,288,110,64,974,444,7,7,7.00,58,0,0.47ns,-,-,-,-,25,-,-
decimation_test_250,1,5-2-3-2-2-2-4-4-2-0-,867,5,127,486,124,62,1362,627,5,5,5.00,68,0,0.74ns,-,-,-,-,39,-,-
decimation_test_250,1,5-2-2-2-2-1-4-4-2-0-,943,5,127,528,140,73,1492,684,5,5,5.00,75,0,0.74ns,-,-,-,-,39,-,-
decimation_test_250,1,3-4-2-2-2-2-5-4-5-0-,474,5,17,270,82,58,821,378,5,5,5.00,47,0,0.47ns,-,-,-,-,13,-,-
decimation_test_250,1,3-4-2-2-2-0-3-4-5-0-,383,4,17,216,67,46,662,303,4,4,4.00,37,0,0.47ns,-,-,-,-,11,-,-
decimation_test_250,1,3-4-2-2-2-2-3-4-0-0-,524,4,37,276,108,55,927,421,4,4,4.00,48,0,0.6225ns,-,-,-,-,32,-,-
decimation_test_250,1,3-4-2-2-2-2-5-4-2-0-,895,5,129,510,121,67,1402,649,5,5,5.00,68,0,0.74ns,-,-,-,-,34,-,-
decimation_test_250,1,3-4-5-2-2-0-5-4-5-0-,398,5,17,228,66,47,691,321,5,5,5.00,40,0,0.47ns,-,-,-,-,13,-,-
decimation_test_250,1,3-4-5-0-0-0-5-4-2-0-,822,6,129,468,107,56,1284,601,6,6,6.00,62,0,0.82ns,-,-,-,-,35,-,-
decimation_test_250,1,2-4-5-2-3-0-5-4-5-2-,420,6,17,240,74,46,739,371,6,5,5.50,43,0,0.43ns,-,-,-,-,14,-,-
decimation_test_250,1,3-2-5-4-2-0-5-4-5-0-,401,5,19,222,69,47,709,330,5,5,5.00,44,0,0.47ns,-,-,-,-,15,-,-
decimation_test_250,1,3-3-2-2-2-2-3-5-5-0-,372,3,16,210,64,46,643,292,3,3,3.00,36,0,0.47ns,-,-,-,-,9,-,-
decimation_test_250,1,3-4-2-2-0-0-3-0-5-0-,399,6,17,222,72,46,712,328,6,6,6.00,42,0,0.47ns,-,-,-,-,18,-,-
decimation_test_250,1,3-4-5-2-2-4-3-5-3-0-,136,3,13,78,23,11,240,110,3,3,3.00,11,0,0.47ns,-,-,-,-,9,-,-
decimation_test_250,1,4-4-5-2-2-3-0-6-5-0-,584,8,35,306,119,63,1066,523,8,8,8.00,61,0,0.53ns,-,-,-,-,26,-,-
decimation_test_250,1,3-4-5-3-2-4-5-1-0-4-,544,5,41,288,107,56,978,442,5,5,5.00,52,0,0.6225ns,-,-,-,-,34,-,-
decimation_test_250,1,0-4-5-1-4-2-3-5-5-0-,427,6,17,234,84,44,768,388,6,6,6.00,48,0,0.43ns,-,-,-,-,15,-,-
decimation_test_250,1,3-0-0-4-2-5-3-4-5-4-,403,7,19,216,78,46,738,342,7,7,7.00,44,0,0.47ns,-,-,-,-,21,-,-
decimation_test_250,1,3-2-2-2-2-2-3-5-3-0-,213,3,15,114,41,22,386,171,3,3,3.00,21,0,0.47ns,-,-,-,-,11,-,-
decimation_test_250,1,0-4-5-2-2-0-4-5-3-0-,381,6,13,204,83,39,702,343,6,6,6.00,42,0,0.47ns,-,-,-,-,21,-,-
decimation_test_250,1,0-0-2-2-2-2-3-3-3-0-,318,6,15,168,69,33,593,291,6,6,6.00,33,0,0.47ns,-,-,-,-,19,-,-
decimation_test_250,1,3-2-5-0-2-4-3-5-5-0-,310,4,19,168,54,35,550,255,4,4,4.00,34,0,0.47ns,-,-,-,-,13,-,-
decimation_test_250,1,3-4-5-2-2-2-3-5-3-2-,136,3,13,78,23,11,240,110,3,3,3.00,11,0,0.47ns,-,-,-,-,9,-,-
decimation_test_250,1,3-0-5-2-2-3-3-5-3-1-,139,4,15,72,28,11,264,120,4,4,4.00,13,0,0.47ns,-,-,-,-,12,-,-
decimation_test_250,1,3-2-5-2-2-3-3-5-3-1-,137,3,15,72,25,11,256,114,3,3,3.00,14,0,0.47ns,-,-,-,-,11,-,-
decimation_test_250,1,3-0-5-2-2-1-4-5-3-1-,285,5,15,150,63,29,527,239,5,5,5.00,28,0,0.47ns,-,-,-,-,17,-,-
decimation_test_250,1,3-2-5-2-2-3-3-5-3-4-,137,3,15,72,25,11,256,114,3,3,3.00,14,0,0.47ns,-,-,-,-,11,-,-
decimation_test_250,1,2-4-5-2-5-3-3-5-3-1-,159,4,13,90,31,10,286,157,4,3,3.50,15,0,0.43ns,-,-,-,-,10,-,-
decimation_test_250,1,2-3-5-0-3-3-3-5-5-1-,306,4,16,174,52,35,534,267,4,3,3.50,29,0,0.47ns,-,-,-,-,10,-,-
decimation_test_250,1,3-4-2-2-2-4-2-5-3-1-,369,4,31,192,72,40,663,298,4,4,4.00,34,0,0.53ns,-,-,-,-,19,-,-
decimation_test_250,1,5-4-5-4-2-3-3-5-3-5-,139,3,17,72,25,11,261,117,3,3,3.00,14,0,0.47ns,-,-,-,-,9,-,-
decimation_test_250,1,0-3-3-2-2-5-2-1-3-2-,385,5,30,198,79,40,711,346,5,5,5.00,38,0,0.53ns,-,-,-,-,24,-,-
decimation_test_250,1,4-2-3-2-0-5-2-1-5-2-,584,8,37,300,120,63,1075,525,8,8,8.00,64,0,0.62ns,-,-,-,-,28,-,-
decimation_test_250,1,5-3-3-2-0-5-2-3-3-2-,285,4,30,144,56,29,523,240,4,4,4.00,26,0,0.53ns,-,-,-,-,18,-,-
decimation_test_250,1,0-2-3-2-2-5-2-1-3-2-,394,6,33,198,82,40,748,359,6,6,6.00,41,0,0.53ns,-,-,-,-,28,-,-
decimation_test_250,1,0-3-3-2-2-3-2-1-3-2-,385,5,30,198,79,40,711,346,5,5,5.00,38,0,0.53ns,-,-,-,-,24,-,-
decimation_test_250,1,3-3-4-2-2-5-2-1-3-2-,383,4,34,192,79,39,707,325,4,4,4.00,39,0,0.53ns,-,-,-,-,20,-,-
decimation_test_250,1,5-3-4-3-2-2-2-6-3-2-,383,4,34,192,79,39,707,325,4,4,4.00,39,0,0.53ns,-,-,-,-,20,-,-
decimation_test_250,1,5-3-3-2-0-5-0-3-2-1-,883,6,142,486,126,62,1405,660,6,6,6.00,67,0,0.78ns,-,-,-,-,42,-,-
decimation_test_250,1,2-4-3-2-2-5-0-3-3-2-,400,5,31,210,83,39,729,359,5,5,5.00,37,0,0.53ns,-,-,-,-,20,-,-
decimation_test_250,1,5-3-3-0-2-5-5-3-3-2-,216,3,16,120,36,23,389,175,3,3,3.00,21,0,0.47ns,-,-,-,-,9,-,-
decimation_test_250,1,3-2-3-2-2-0-0-6-3-2-,296,4,33,144,59,29,553,249,4,4,4.00,31,0,0.53ns,-,-,-,-,21,-,-
decimation_test_250,1,5-3-0-2-0-0-2-3-3-2-,361,4,30,186,72,40,653,297,4,4,4.00,33,0,0.53ns,-,-,-,-,18,-,-
decimation_test_250,1,5-2-3-5-2-5-5-2-3-3-,230,4,19,120,42,23,426,195,4,4,4.00,26,0,0.47ns,-,-,-,-,13,-,-
decimation_test_250,1,0-2-3-3-2-5-5-3-5-2-,495,7,19,270,93,58,892,436,7,7,7.00,55,0,0.47ns,-,-,-,-,22,-,-
decimation_test_250,1,5-4-3-5-0-5-5-1-5-1-,406,6,21,222,71,47,726,342,6,6,6.00,45,0,0.47ns,-,-,-,-,14,-,-
decimation_test_250,1,5-2-3-3-2-5-5-1-5-2-,401,5,19,222,69,47,709,330,5,5,5.00,44,0,0.47ns,-,-,-,-,15,-,-
decimation_test_250,1,5-3-3-5-2-5-5-3-3-2-,216,3,16,120,36,23,389,175,3,3,3.00,21,0,0.47ns,-,-,-,-,9,-,-
decimation_test_250,1,5-2-3-0-2-5-5-5-3-1-,230,4,19,120,42,23,426,195,4,4,4.00,26,0,0.47ns,-,-,-,-,13,-,-
decimation_test_250,1,4-2-5-5-2-5-4-3-3-2-,389,6,19,204,86,39,728,351,6,5,5.50,41,0,0.47ns,-,-,-,-,20,-,-
decimation_test_250,1,5-2-3-5-2-1-4-3-3-2-,275,4,15,144,58,29,498,221,4,4,4.00,29,0,0.47ns,-,-,-,-,16,-,-
decimation_test_250,1,5-2-3-5-0-5-5-3-4-2-,511,6,19,270,108,59,935,420,6,6,6.00,55,0,0.47ns,-,-,-,-,19,-,-
decimation_test_250,1,4-4-3-5-2-5-5-6-2-1-,928,7,129,522,135,66,1481,719,7,6,6.50,76,0,0.78ns,-,-,-,-,38,-,-
decimation_test_250,1,5-2-2-5-2-1-4-2-3-2-,351,4,15,186,74,40,628,278,4,4,4.00,36,0,0.47ns,-,-,-,-,16,-,-
decimation_test_250,1,5-2-0-5-5-5-5-2-4-3-,511,6,19,270,108,59,935,420,6,6,6.00,55,0,0.47ns,-,-,-,-,19,-,-
decimation_test_250,1,0-2-0-0-2-5-5-3-3-2-,405,6,19,216,81,45,752,362,6,6,6.00,44,0,0.47ns,-,-,-,-,20,-,-
decimation_test_250,1,5-2-4-0-2-5-5-3-0-0-,657,6,43,348,133,66,1165,541,6,6,6.00,67,0,0.6225ns,-,-,-,-,39,-,-
decimation_test_250,1,3-2-3-5-3-5-5-3-3-1-,124,3,7,72,19,12,228,106,3,3,3.00,14,0,0.31ns,-,-,-,-,7,-,-
decimation_test_250,1,0-0-3-5-2-5-3-3-3-2-,242,6,15,126,53,22,463,234,6,6,6.00,26,0,0.47ns,-,-,-,-,19,-,-
decimation_test_250,1,3-3-3-5-2-5-3-3-0-2-,437,3,36,228,89,44,778,353,3,3,3.00,40,0,0.6225ns,-,-,-,-,30,-,-
decimation_test_250,1,3-3-4-5-2-5-5-4-3-2-,314,4,16,168,60,33,564,263,4,4,4.00,37,0,0.47ns,-,-,-,-,12,-,-
decimation_test_250,1,3-2-3-5-4-4-5-3-3-2-,220,4,7,120,43,22,395,189,4,4,4.00,28,0,0.34ns,-,-,-,-,10,-,-
decimation_test_250,1,3-2-2-5-3-4-5-3-3-2-,230,4,19,120,42,23,426,195,4,4,4.00,26,0,0.47ns,-,-,-,-,13,-,-
decimation_test_250,1,4-3-3-0-2-5-2-3-3-2-,400,5,34,204,85,39,748,367,5,4,4.50,38,0,0.53ns,-,-,-,-,21,-,-
decimation_test_250,1,3-0-4-5-3-5-2-3-3-2-,304,5,25,156,65,28,576,269,5,5,5.00,30,0,0.53ns,-,-,-,-,19,-,-
decimation_test_250,1,5-3-3-0-4-5-5-3-3-1-,207,3,4,120,37,22,363,172,3,3,3.00,24,0,0.34ns,-,-,-,-,6,-,-
