Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
Exhaustive Search,1,3-4-0-4-5-2-5-3-3-4-,238,5,17,132,43,23,436,202,5,5,5.00,23,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,5-0-2-3-5-1-4-3-3-4-,292,5,22,150,63,29,543,246,5,5,5.00,28,0,0.47ns,-,-,-,-,17,-,-
Exhaustive Search,1,3-2-0-0-2-1-3-6-3-4-,231,5,15,120,48,22,436,198,5,5,5.00,26,0,0.47ns,-,-,-,-,18,-,-
Exhaustive Search,1,5-4-0-3-0-1-3-6-3-5-,216,3,17,114,41,22,393,175,3,3,3.00,22,0,0.47ns,-,-,-,-,9,-,-
Exhaustive Search,1,5-4-0-3-0-1-3-4-0-4-,537,5,41,276,114,55,972,439,5,5,5.00,51,0,0.6225ns,-,-,-,-,33,-,-
Exhaustive Search,1,5-4-5-3-0-1-3-5-3-2-,140,3,17,72,25,11,263,118,3,3,3.00,15,0,0.47ns,-,-,-,-,9,-,-
Exhaustive Search,1,5-4-2-3-3-0-3-3-3-4-,139,3,17,72,25,11,261,117,3,3,3.00,14,0,0.47ns,-,-,-,-,9,-,-
Exhaustive Search,1,4-4-4-4-5-3-3-3-3-4-,226,4,5,132,48,20,402,212,4,3,3.50,21,0,0.34ns,-,-,-,-,7,-,-
Exhaustive Search,1,5-4-5-3-0-1-0-4-3-4-,308,5,35,150,63,29,585,267,5,5,5.00,31,0,0.53ns,-,-,-,-,20,-,-
Exhaustive Search,1,5-4-5-5-3-3-3-1-3-4-,24,2,5,18,1,0,46,19,2,2,2.00,0,0,0.184ns,-,-,-,-,3,-,-
Exhaustive Search,1,5-3-3-3-5-0-3-3-2-4-,326,2,24,180,64,33,561,254,2,2,2.00,25,0,0.6225ns,-,-,-,-,24,-,-
Exhaustive Search,1,5-3-3-3-5-4-4-1-4-1-,449,3,12,246,94,54,786,347,3,3,3.00,43,0,0.47ns,-,-,-,-,11,-,-
Exhaustive Search,1,5-3-5-1-5-4-0-3-3-4-,174,2,18,96,29,18,302,136,2,2,2.00,13,0,0.53ns,-,-,-,-,11,-,-
Exhaustive Search,1,5-4-2-0-3-2-3-3-3-4-,139,3,17,72,25,11,261,117,3,3,3.00,14,0,0.47ns,-,-,-,-,9,-,-
Exhaustive Search,1,5-4-5-5-3-5-3-1-3-4-,24,2,5,18,1,0,46,19,2,2,2.00,0,0,0.184ns,-,-,-,-,3,-,-
Exhaustive Search,1,5-3-5-5-5-0-3-0-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,0-3-2-5-5-4-4-6-3-4-,365,5,12,198,77,40,663,319,5,5,5.00,38,0,0.47ns,-,-,-,-,19,-,-
Exhaustive Search,1,2-3-2-3-5-4-5-3-3-2-,302,4,16,168,56,34,540,264,4,3,3.50,28,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,5-4-3-3-3-3-5-1-3-4-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-4-5-5-3-0-5-6-0-3-,450,4,33,246,85,45,781,363,4,4,4.00,41,0,0.6225ns,-,-,-,-,28,-,-
Exhaustive Search,1,5-4-3-5-0-3-5-6-3-4-,242,5,21,126,46,23,458,213,5,5,5.00,26,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,5-2-5-5-3-3-5-5-5-2-,289,4,7,168,46,36,494,235,4,4,4.00,32,0,0.31ns,-,-,-,-,9,-,-
Exhaustive Search,1,5-4-5-5-3-2-5-1-5-4-,291,4,9,168,46,36,499,238,4,4,4.00,32,0,0.314ns,-,-,-,-,7,-,-
Exhaustive Search,1,4-4-5-5-3-3-5-1-2-4-,821,6,117,474,111,55,1277,627,6,5,5.50,64,0,0.74ns,-,-,-,-,32,-,-
Exhaustive Search,1,2-4-3-3-5-1-5-6-3-4-,257,5,17,144,49,22,472,243,5,4,4.50,25,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,2-4-5-5-3-3-0-1-3-4-,324,5,31,168,67,28,599,302,5,5,5.00,30,0,0.53ns,-,-,-,-,20,-,-
Exhaustive Search,1,5-4-5-1-2-3-2-1-3-1-,297,4,35,144,59,29,556,251,4,4,4.00,30,0,0.53ns,-,-,-,-,19,-,-
Exhaustive Search,1,5-4-5-2-3-0-3-3-3-4-,24,2,5,18,1,0,46,19,2,2,2.00,0,0,0.184ns,-,-,-,-,3,-,-
Exhaustive Search,1,5-4-5-3-3-0-2-1-3-1-,196,3,23,102,35,18,356,160,3,3,3.00,18,0,0.53ns,-,-,-,-,13,-,-
Exhaustive Search,1,5-4-5-3-3-2-5-4-3-0-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-4-3-3-3-3-5-4-3-4-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-4-5-0-3-4-4-3-3-4-,193,3,17,102,37,18,350,157,3,3,3.00,19,0,0.47ns,-,-,-,-,8,-,-
Exhaustive Search,1,2-4-5-5-2-4-5-1-3-4-,333,5,17,186,65,33,602,300,5,4,4.50,32,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,5-4-3-3-3-3-5-1-3-5-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-2-3-3-3-4-3-1-3-4-,22,2,3,18,1,0,41,16,2,2,2.00,0,0,0.14ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-4-5-4-3-1-5-1-3-4-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-4-5-5-3-4-3-1-3-1-,24,2,5,18,1,0,46,19,2,2,2.00,0,0,0.184ns,-,-,-,-,3,-,-
Exhaustive Search,1,5-4-5-5-3-3-3-1-3-3-,24,2,5,18,1,0,46,19,2,2,2.00,0,0,0.184ns,-,-,-,-,3,-,-
Exhaustive Search,1,5-4-3-3-3-3-4-1-3-4-,193,3,17,102,37,18,350,157,3,3,3.00,19,0,0.47ns,-,-,-,-,8,-,-
Exhaustive Search,1,5-4-3-1-3-5-5-1-3-4-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-4-5-2-3-3-5-1-4-0-,419,4,21,222,85,48,753,337,4,4,4.00,43,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,2-4-5-0-5-3-5-6-4-4-,527,6,17,288,111,58,951,453,6,5,5.50,53,0,0.47ns,-,-,-,-,17,-,-
Exhaustive Search,1,4-4-5-5-0-3-2-1-3-4-,412,7,35,210,89,39,783,386,7,7,7.00,39,0,0.53ns,-,-,-,-,24,-,-
Exhaustive Search,1,5-0-5-3-3-5-5-1-3-2-,138,4,14,78,21,12,254,118,4,4,4.00,13,0,0.31ns,-,-,-,-,8,-,-
Exhaustive Search,1,3-4-3-0-3-0-3-1-3-4-,14,2,1,12,1,0,34,12,2,2,2.00,0,0,0.09ns,-,-,-,-,3,-,-
Exhaustive Search,1,0-4-5-5-0-3-5-1-3-4-,329,5,17,180,66,33,601,301,5,5,5.00,33,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,5-4-5-0-3-3-2-0-4-4-,484,4,35,246,102,54,881,392,4,4,4.00,47,0,0.53ns,-,-,-,-,18,-,-
Exhaustive Search,1,5-4-3-5-3-1-3-1-3-0-,24,2,5,18,1,0,46,19,2,2,2.00,0,0,0.184ns,-,-,-,-,3,-,-
Exhaustive Search,1,5-4-5-5-3-3-0-0-3-3-,197,3,23,102,35,18,358,161,3,3,3.00,19,0,0.53ns,-,-,-,-,13,-,-
Exhaustive Search,1,5-4-3-3-5-4-5-5-3-4-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-0-5-5-3-3-3-1-3-4-,35,2,10,24,1,0,61,25,2,2,2.00,0,0,0.184ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-4-4-0-3-3-5-1-3-4-,222,4,9,120,43,22,400,192,4,4,4.00,28,0,0.34ns,-,-,-,-,8,-,-
Exhaustive Search,1,5-4-5-5-3-0-3-1-2-3-,619,3,117,360,68,33,909,428,3,3,3.00,41,0,0.69ns,-,-,-,-,26,-,-
Exhaustive Search,1,5-4-5-0-3-3-5-1-3-4-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-0-5-5-3-3-3-4-3-1-,35,2,10,24,1,0,61,25,2,2,2.00,0,0,0.184ns,-,-,-,-,5,-,-
Exhaustive Search,1,2-4-3-3-3-0-5-1-3-4-,257,5,17,144,49,22,472,243,5,4,4.50,25,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,5-4-4-5-3-3-3-1-3-4-,132,3,9,72,27,10,251,119,3,3,3.00,14,0,0.34ns,-,-,-,-,6,-,-
Exhaustive Search,1,5-4-0-5-3-3-5-1-3-4-,242,5,21,126,46,23,458,213,5,5,5.00,26,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,2-0-5-4-3-3-3-3-4-4-,428,6,15,228,98,47,785,374,6,6,6.00,40,0,0.47ns,-,-,-,-,18,-,-
Exhaustive Search,1,5-4-5-3-5-1-4-1-3-4-,193,3,17,102,37,18,350,157,3,3,3.00,19,0,0.47ns,-,-,-,-,8,-,-
Exhaustive Search,1,5-4-2-3-3-3-0-1-4-4-,576,6,35,294,125,65,1061,474,6,6,6.00,57,0,0.53ns,-,-,-,-,25,-,-
Exhaustive Search,1,5-4-4-3-3-3-5-1-3-4-,222,4,9,120,43,22,400,192,4,4,4.00,28,0,0.34ns,-,-,-,-,8,-,-
Exhaustive Search,1,2-0-2-3-3-1-5-4-3-2-,324,6,19,174,67,34,602,296,6,6,6.00,30,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,0-4-5-5-4-5-3-1-2-4-,845,6,129,474,123,53,1341,657,6,6,6.00,66,0,0.74ns,-,-,-,-,36,-,-
Exhaustive Search,1,5-4-3-5-3-3-0-3-5-4-,379,5,27,204,68,42,677,316,5,5,5.00,38,0,0.53ns,-,-,-,-,16,-,-
Exhaustive Search,1,5-4-3-3-3-0-5-1-3-0-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,2-4-3-5-0-1-3-1-3-4-,251,5,13,138,52,21,459,237,5,5,5.00,27,0,0.47ns,-,-,-,-,16,-,-
Exhaustive Search,1,5-4-5-5-3-1-4-1-3-4-,193,3,17,102,37,18,350,157,3,3,3.00,19,0,0.47ns,-,-,-,-,8,-,-
Exhaustive Search,1,5-4-5-5-3-3-0-1-5-4-,379,5,27,204,68,42,677,316,5,5,5.00,38,0,0.53ns,-,-,-,-,16,-,-
Exhaustive Search,1,4-4-3-3-3-1-5-1-3-4-,237,5,5,138,47,22,429,228,5,4,4.50,25,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,5-2-5-3-3-3-5-5-3-5-,124,3,7,72,19,12,228,106,3,3,3.00,14,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,5-4-5-5-4-3-3-3-3-4-,132,3,9,72,27,10,251,119,3,3,3.00,14,0,0.34ns,-,-,-,-,6,-,-
Exhaustive Search,1,5-4-5-5-4-3-3-1-3-3-,132,3,9,72,27,10,251,119,3,3,3.00,14,0,0.34ns,-,-,-,-,6,-,-
Exhaustive Search,1,2-4-3-0-3-3-5-3-3-2-,257,5,17,144,49,22,472,243,5,4,4.50,25,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,5-4-3-0-3-3-5-1-3-5-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-0-4-5-3-3-3-1-3-4-,145,4,14,78,29,10,275,130,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,2-4-4-3-3-3-5-1-3-4-,351,6,17,192,71,32,645,327,6,5,5.50,39,0,0.43ns,-,-,-,-,15,-,-
Exhaustive Search,1,5-2-5-5-2-5-5-1-3-1-,230,4,19,120,42,23,426,195,4,4,4.00,26,0,0.47ns,-,-,-,-,13,-,-
Exhaustive Search,1,5-4-4-5-2-3-0-2-3-3-,403,5,39,198,84,39,764,351,5,5,5.00,43,0,0.53ns,-,-,-,-,22,-,-
Exhaustive Search,1,5-2-4-5-3-3-5-1-4-4-,519,5,19,276,109,58,937,426,5,5,5.00,57,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,5-2-5-5-3-3-3-1-3-5-,22,2,3,18,1,0,41,16,2,2,2.00,0,0,0.14ns,-,-,-,-,5,-,-
Exhaustive Search,1,0-4-5-5-3-3-3-1-5-4-,333,5,17,186,62,34,595,304,5,5,5.00,34,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,5-4-3-3-3-1-2-6-3-0-,196,3,23,102,35,18,356,160,3,3,3.00,18,0,0.53ns,-,-,-,-,13,-,-
Exhaustive Search,1,4-4-5-1-3-3-5-1-3-0-,237,5,5,138,47,22,429,228,5,4,4.50,25,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-4-3-3-3-3-5-1-2-4-,709,4,117,414,83,45,1059,500,4,4,4.00,50,0,0.74ns,-,-,-,-,28,-,-
Exhaustive Search,1,5-2-0-5-3-3-2-1-4-1-,576,6,33,294,125,65,1061,474,6,6,6.00,59,0,0.53ns,-,-,-,-,27,-,-
Exhaustive Search,1,5-4-5-0-3-3-5-0-3-4-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,4-4-3-3-3-5-2-1-3-3-,311,5,23,168,65,28,572,289,5,4,4.50,27,0,0.53ns,-,-,-,-,17,-,-
Exhaustive Search,1,5-4-3-3-3-1-5-1-5-4-,291,4,9,168,46,36,499,238,4,4,4.00,32,0,0.314ns,-,-,-,-,7,-,-
Exhaustive Search,1,5-4-4-5-3-3-5-1-3-5-,222,4,9,120,43,22,400,192,4,4,4.00,28,0,0.34ns,-,-,-,-,8,-,-
Exhaustive Search,1,5-4-3-3-5-3-5-0-3-4-,126,3,9,72,19,12,233,109,3,3,3.00,14,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-0-5-5-3-3-0-1-3-2-,204,4,28,102,38,18,379,175,4,4,4.00,18,0,0.53ns,-,-,-,-,16,-,-
Exhaustive Search,1,2-4-5-1-4-3-3-1-3-0-,265,5,17,144,58,20,494,257,5,4,4.50,26,0,0.43ns,-,-,-,-,13,-,-
Exhaustive Search,1,5-2-5-3-3-5-5-1-0-2-,448,4,31,246,85,45,776,360,4,4,4.00,41,0,0.6225ns,-,-,-,-,30,-,-
