Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
decimation_filter_meta_3000,1,2-3-3-2-5-1-3-2-4-3-,407,4,12,222,87,47,725,342,4,3,3.50,39,0,0.47ns,-,-,-,-,13,-,-
decimation_filter_meta_3000,1,3-2-3-1-5-3-3-2-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
decimation_filter_meta_3000,1,0-2-4-4-5-0-3-1-5-4-,422,6,19,228,82,45,765,381,6,6,6.00,48,0,0.47ns,-,-,-,-,17,-,-
decimation_filter_meta_3000,1,3-2-0-0-5-3-5-2-5-4-,404,6,19,222,71,47,721,339,6,6,6.00,45,0,0.47ns,-,-,-,-,16,-,-
decimation_filter_meta_3000,1,4-2-3-0-5-3-3-2-0-4-,471,5,31,258,99,43,835,412,5,5,5.00,40,0,0.6225ns,-,-,-,-,32,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-3-3-2-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-5-5-3-3-2-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-4-2-1-5-1-3-2-5-4-,307,4,17,174,51,35,532,246,4,4,4.00,30,0,0.47ns,-,-,-,-,11,-,-
decimation_filter_meta_3000,1,3-3-3-1-0-1-3-2-5-0-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,0-3-3-4-5-1-3-2-5-4-,307,4,16,174,52,35,536,268,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-3-3-2-5-5-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-2-0-3-3-2-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-3-2-5-1-3-2-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-4-4-1-3-2-5-4-,287,3,4,168,49,34,487,232,3,3,3.00,32,0,0.34ns,-,-,-,-,6,-,-
decimation_filter_meta_3000,1,3-3-4-2-5-1-3-3-4-4-,411,3,16,222,87,46,736,328,3,3,3.00,40,0,0.47ns,-,-,-,-,9,-,-
decimation_filter_meta_3000,1,3-3-3-3-5-4-3-2-5-5-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-2-3-4-2-4-5-2-5-4-,401,5,19,222,69,47,709,330,5,5,5.00,44,0,0.47ns,-,-,-,-,15,-,-
decimation_filter_meta_3000,1,3-3-5-4-5-3-3-3-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-2-5-1-5-3-3-5-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
decimation_filter_meta_3000,1,3-3-5-5-5-3-3-2-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-0-3-3-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-5-1-5-3-3-2-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-2-2-2-3-2-5-4-,296,3,16,168,48,35,513,235,3,3,3.00,29,0,0.47ns,-,-,-,-,9,-,-
decimation_filter_meta_3000,1,5-3-3-1-2-1-3-2-2-4-,711,3,124,408,86,44,1068,499,3,3,3.00,49,0,0.69ns,-,-,-,-,30,-,-
decimation_filter_meta_3000,1,4-3-0-1-3-0-3-2-5-4-,413,6,16,228,80,45,739,372,6,6,6.00,44,0,0.47ns,-,-,-,-,14,-,-
decimation_filter_meta_3000,1,3-3-3-1-2-0-2-2-4-4-,554,4,30,288,117,65,993,441,4,4,4.00,54,0,0.53ns,-,-,-,-,22,-,-
decimation_filter_meta_3000,1,3-3-3-3-5-1-3-2-5-3-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-0-5-5-2-3-2-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-0-4-5-1-3-2-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-4-2-3-5-1-4-2-3-5-,274,4,13,150,55,29,486,218,4,4,4.00,27,0,0.47ns,-,-,-,-,14,-,-
decimation_filter_meta_3000,1,5-4-3-2-5-3-3-2-4-4-,326,3,17,174,68,36,585,259,3,3,3.00,31,0,0.47ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-2-5-1-5-3-4-4-5-4-,364,4,19,198,66,42,642,295,4,4,4.00,39,0,0.47ns,-,-,-,-,12,-,-
decimation_filter_meta_3000,1,5-3-2-1-5-3-0-2-5-4-,464,5,34,246,85,53,832,383,5,5,5.00,46,0,0.53ns,-,-,-,-,20,-,-
decimation_filter_meta_3000,1,3-3-0-1-5-5-3-2-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-3-4-3-1-0-2-0-4-,491,4,42,252,102,51,882,405,4,4,4.00,44,0,0.6225ns,-,-,-,-,35,-,-
decimation_filter_meta_3000,1,3-3-3-2-0-1-3-2-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-3-0-5-3-3-6-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-2-3-4-5-1-3-6-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-1-3-1-5-2-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-2-3-3-5-3-2-2-5-4-,367,4,25,198,64,42,645,298,4,4,4.00,38,0,0.53ns,-,-,-,-,17,-,-
decimation_filter_meta_3000,1,2-0-3-4-2-5-3-5-2-4-,820,6,127,462,116,55,1288,622,6,6,6.00,60,0,0.78ns,-,-,-,-,36,-,-
decimation_filter_meta_3000,1,3-4-3-4-5-1-4-4-4-4-,460,4,13,252,97,54,805,358,4,4,4.00,44,0,0.47ns,-,-,-,-,13,-,-
decimation_filter_meta_3000,1,3-3-3-2-5-1-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,2-0-3-1-5-0-3-2-0-4-,468,6,39,240,103,44,866,417,6,6,6.00,42,0,0.6225ns,-,-,-,-,36,-,-
decimation_filter_meta_3000,1,3-3-3-5-5-3-3-5-2-4-,326,2,24,180,64,33,561,254,2,2,2.00,25,0,0.6225ns,-,-,-,-,24,-,-
decimation_filter_meta_3000,1,4-3-3-1-2-1-3-3-5-4-,411,5,16,228,78,45,729,365,5,4,4.50,44,0,0.47ns,-,-,-,-,13,-,-
decimation_filter_meta_3000,1,3-2-3-1-5-3-3-3-5-0-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
decimation_filter_meta_3000,1,3-4-3-3-5-1-3-3-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
decimation_filter_meta_3000,1,3-3-3-4-3-5-3-3-5-3-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-3-3-0-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-3-4-2-5-4-,352,3,16,198,61,42,605,278,3,3,3.00,35,0,0.47ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-2-2-1-5-1-3-2-5-2-,310,4,19,168,54,35,550,255,4,4,4.00,34,0,0.47ns,-,-,-,-,13,-,-
decimation_filter_meta_3000,1,3-2-3-4-5-1-3-2-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
decimation_filter_meta_3000,1,3-3-3-5-4-1-3-2-0-4-,434,3,28,234,88,43,770,349,3,3,3.00,41,0,0.6225ns,-,-,-,-,27,-,-
decimation_filter_meta_3000,1,3-3-0-5-5-1-4-2-5-4-,447,5,16,246,85,53,787,361,5,5,5.00,47,0,0.47ns,-,-,-,-,15,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-1-4-4-5-4-,352,3,16,198,61,42,605,278,3,3,3.00,35,0,0.47ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-3-3-0-5-0-3-2-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-1-4-2-5-4-,352,3,16,198,61,42,605,278,3,3,3.00,35,0,0.47ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-3-3-1-3-3-0-2-5-4-,356,4,22,198,60,42,617,285,4,4,4.00,34,0,0.53ns,-,-,-,-,14,-,-
decimation_filter_meta_3000,1,3-0-3-1-5-3-3-2-5-2-,211,4,7,126,33,24,362,171,4,4,4.00,21,0,0.31ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-3-0-2-5-3-3-2-5-3-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,5-3-3-1-5-1-3-2-5-3-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-4-4-1-3-2-5-3-,287,3,4,168,49,34,487,232,3,3,3.00,32,0,0.34ns,-,-,-,-,6,-,-
decimation_filter_meta_3000,1,3-3-3-4-5-1-4-2-5-4-,352,3,16,198,61,42,605,278,3,3,3.00,35,0,0.47ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-3-3-1-5-1-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-2-1-5-2-3-2-5-4-,296,3,16,168,48,35,513,235,3,3,3.00,29,0,0.47ns,-,-,-,-,9,-,-
decimation_filter_meta_3000,1,3-4-2-4-5-1-3-2-2-4-,722,4,125,414,89,44,1087,510,4,4,4.00,50,0,0.74ns,-,-,-,-,32,-,-
decimation_filter_meta_3000,1,2-3-3-1-2-2-3-2-3-1-,210,3,12,120,38,22,373,187,3,2,2.50,18,0,0.47ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-2-5-4-5-5-3-2-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-5-3-2-0-4-,327,2,24,180,64,33,563,255,2,2,2.00,26,0,0.6225ns,-,-,-,-,24,-,-
decimation_filter_meta_3000,1,3-3-3-0-5-5-3-2-5-2-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-0-3-1-5-1-3-3-2-4-,626,4,115,366,70,33,918,434,4,4,4.00,42,0,0.78ns,-,-,-,-,29,-,-
decimation_filter_meta_3000,1,3-3-4-4-5-5-3-2-3-5-,110,2,4,66,21,10,198,91,2,2,2.00,9,0,0.34ns,-,-,-,-,4,-,-
decimation_filter_meta_3000,1,0-0-3-4-5-1-3-2-5-4-,329,6,19,180,63,35,598,300,6,6,6.00,32,0,0.47ns,-,-,-,-,15,-,-
decimation_filter_meta_3000,1,3-4-3-0-5-3-3-2-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
decimation_filter_meta_3000,1,4-3-3-1-5-1-3-2-4-4-,422,4,16,228,92,46,759,363,4,3,3.50,40,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-1-2-5-5-4-,353,3,22,198,58,42,608,278,3,3,3.00,33,0,0.53ns,-,-,-,-,13,-,-
decimation_filter_meta_3000,1,5-4-3-2-5-3-3-1-5-4-,206,3,9,120,31,24,357,169,3,3,3.00,22,0,0.31ns,-,-,-,-,5,-,-
decimation_filter_meta_3000,1,3-3-4-1-5-3-3-2-5-0-,287,3,4,168,49,34,487,232,3,3,3.00,32,0,0.34ns,-,-,-,-,6,-,-
decimation_filter_meta_3000,1,3-3-3-4-2-3-0-2-5-4-,464,5,34,246,85,53,832,383,5,5,5.00,46,0,0.53ns,-,-,-,-,20,-,-
decimation_filter_meta_3000,1,3-3-3-0-5-3-2-2-5-4-,353,3,22,198,58,42,608,278,3,3,3.00,33,0,0.53ns,-,-,-,-,13,-,-
decimation_filter_meta_3000,1,3-4-3-1-5-0-3-2-5-5-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
decimation_filter_meta_3000,1,3-3-3-2-0-1-3-6-3-3-,117,2,12,66,19,11,207,91,2,2,2.00,9,0,0.47ns,-,-,-,-,7,-,-
decimation_filter_meta_3000,1,3-2-3-1-5-1-2-1-5-4-,367,4,25,198,64,42,645,298,4,4,4.00,38,0,0.53ns,-,-,-,-,17,-,-
decimation_filter_meta_3000,1,3-3-0-4-5-2-3-1-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-2-1-0-4-3-3-5-0-,390,5,16,216,71,46,693,319,5,5,5.00,41,0,0.47ns,-,-,-,-,16,-,-
decimation_filter_meta_3000,1,0-3-3-1-4-3-3-2-5-4-,411,5,16,228,78,45,729,364,5,5,5.00,44,0,0.47ns,-,-,-,-,13,-,-
decimation_filter_meta_3000,1,0-3-0-1-5-3-3-4-5-3-,383,4,16,216,68,46,666,325,4,4,4.00,37,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-0-4-5-3-3-2-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-4-3-5-5-3-3-2-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
decimation_filter_meta_3000,1,3-3-3-4-2-1-3-6-5-4-,296,3,16,168,48,35,513,235,3,3,3.00,29,0,0.47ns,-,-,-,-,9,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-0-3-2-5-1-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-4-2-1-3-2-5-4-,296,3,16,168,48,35,513,235,3,3,3.00,29,0,0.47ns,-,-,-,-,9,-,-
decimation_filter_meta_3000,1,3-3-3-2-2-1-2-2-3-4-,282,3,30,144,53,29,514,230,3,3,3.00,26,0,0.53ns,-,-,-,-,17,-,-
decimation_filter_meta_3000,1,3-0-3-4-5-1-2-2-5-4-,377,5,25,204,69,42,679,317,5,5,5.00,37,0,0.53ns,-,-,-,-,18,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-5-3-2-4-4-,303,2,12,168,62,36,530,231,2,2,2.00,25,0,0.47ns,-,-,-,-,6,-,-
decimation_filter_meta_3000,1,3-3-3-5-5-1-3-4-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-0-2-4-5-3-3-2-5-1-,319,5,19,174,59,35,574,267,5,5,5.00,32,0,0.47ns,-,-,-,-,14,-,-
decimation_filter_meta_3000,1,3-3-3-4-0-1-3-1-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,4-2-3-4-5-1-3-2-5-4-,315,5,7,180,60,34,557,288,5,4,4.50,34,0,0.34ns,-,-,-,-,11,-,-
decimation_filter_meta_3000,1,3-3-3-4-5-3-3-2-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,2-0-3-2-5-3-3-2-5-4-,328,6,19,180,63,35,596,299,6,6,6.00,31,0,0.47ns,-,-,-,-,15,-,-
decimation_filter_meta_3000,1,3-3-0-4-2-4-3-6-2-4-,806,5,124,456,109,55,1251,586,5,5,5.00,62,0,0.74ns,-,-,-,-,37,-,-
decimation_filter_meta_3000,1,3-3-0-4-5-3-3-1-5-1-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-3-3-3-5-3-3-1-5-5-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-0-5-3-3-1-5-5-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-5-5-3-3-2-5-2-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-4-3-1-2-3-3-2-3-1-,136,3,13,78,23,11,240,110,3,3,3.00,11,0,0.47ns,-,-,-,-,9,-,-
decimation_filter_meta_3000,1,3-3-3-2-5-1-5-1-5-3-,278,3,4,168,41,36,460,219,3,3,3.00,29,0,0.31ns,-,-,-,-,5,-,-
decimation_filter_meta_3000,1,3-0-3-1-5-3-3-1-5-5-,211,4,7,126,33,24,362,171,4,4,4.00,21,0,0.31ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-3-3-4-5-3-4-5-5-5-,352,3,16,198,61,42,605,278,3,3,3.00,35,0,0.47ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-3-2-3-2-1-3-1-5-2-,372,3,16,210,64,46,643,292,3,3,3.00,36,0,0.47ns,-,-,-,-,9,-,-
decimation_filter_meta_3000,1,3-3-3-3-4-4-3-1-5-0-,287,3,4,168,49,34,487,232,3,3,3.00,32,0,0.34ns,-,-,-,-,6,-,-
decimation_filter_meta_3000,1,3-2-3-1-5-3-3-4-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
decimation_filter_meta_3000,1,3-3-3-1-3-3-0-2-3-5-,174,2,18,96,29,18,302,136,2,2,2.00,13,0,0.53ns,-,-,-,-,11,-,-
decimation_filter_meta_3000,1,3-3-0-3-5-1-3-1-5-2-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,4-2-3-1-5-3-5-6-5-5-,397,6,7,228,73,46,699,355,6,5,5.50,43,0,0.34ns,-,-,-,-,13,-,-
decimation_filter_meta_3000,1,3-3-2-3-5-3-0-1-3-5-,283,3,30,144,53,29,516,231,3,3,3.00,27,0,0.53ns,-,-,-,-,17,-,-
decimation_filter_meta_3000,1,5-3-3-4-3-3-3-1-5-5-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,4-3-3-1-5-3-4-1-5-5-,465,5,16,258,90,52,819,404,5,4,4.50,49,0,0.47ns,-,-,-,-,12,-,-
decimation_filter_meta_3000,1,3-0-3-3-5-3-3-1-4-4-,325,4,15,174,71,36,589,263,4,4,4.00,29,0,0.47ns,-,-,-,-,11,-,-
decimation_filter_meta_3000,1,0-4-5-3-5-3-4-6-5-5-,471,6,17,258,93,52,840,411,6,6,6.00,51,0,0.47ns,-,-,-,-,17,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-4-3-2-5-5-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-3-3-3-5-3-3-3-5-5-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,5-3-3-3-5-3-3-1-0-5-,327,2,24,180,64,33,563,255,2,2,2.00,26,0,0.6225ns,-,-,-,-,24,-,-
decimation_filter_meta_3000,1,3-3-0-1-5-3-2-2-5-5-,465,5,34,246,86,53,839,388,5,5,5.00,46,0,0.53ns,-,-,-,-,20,-,-
decimation_filter_meta_3000,1,2-3-3-0-2-3-3-6-5-3-,382,4,16,216,68,46,664,324,4,3,3.50,36,0,0.47ns,-,-,-,-,10,-,-
decimation_filter_meta_3000,1,3-2-5-3-3-3-4-1-5-5-,364,4,19,198,66,42,642,295,4,4,4.00,39,0,0.47ns,-,-,-,-,12,-,-
decimation_filter_meta_3000,1,3-3-3-3-0-2-0-1-5-5-,467,6,34,246,88,53,849,395,6,6,6.00,46,0,0.53ns,-,-,-,-,21,-,-
decimation_filter_meta_3000,1,3-3-3-3-2-3-3-3-5-5-,296,3,16,168,48,35,513,235,3,3,3.00,29,0,0.47ns,-,-,-,-,9,-,-
decimation_filter_meta_3000,1,3-0-3-3-5-3-3-1-5-5-,211,4,7,126,33,24,362,171,4,4,4.00,21,0,0.31ns,-,-,-,-,8,-,-
decimation_filter_meta_3000,1,3-3-3-1-4-3-3-2-5-1-,287,3,4,168,49,34,487,232,3,3,3.00,32,0,0.34ns,-,-,-,-,6,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-5-3-2-5-3-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
decimation_filter_meta_3000,1,3-2-5-1-2-3-3-1-2-5-,723,4,127,408,91,44,1103,514,4,4,4.00,53,0,0.74ns,-,-,-,-,34,-,-
decimation_filter_meta_3000,1,3-3-3-1-5-3-3-5-4-5-,303,2,12,168,62,36,530,231,2,2,2.00,25,0,0.47ns,-,-,-,-,6,-,-
decimation_filter_meta_3000,1,3-3-0-1-5-3-3-2-5-5-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
